id,scrape_id,last_scraped,host_id,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
23005834,2.02008E+13,20/8/20,30316484,f,2,2,"Melbourne, Victoria, Australia",Melbourne,-37.80842,144.96188,Private room,2,1,2,$99.00 ,1,9,0,7,0,0,18/2/18,17/11/18,97,10,9,9,10,10,9,f,2,0.23
23006049,2.02008E+13,20/8/20,23602072,f,1,1,"Windsor, Victoria, Australia",Stonnington,-37.85547,144.99608,Entire home/apt,4,2,2,$224.71 ,2,1125,0,5,0,0,12/3/18,31/5/18,100,10,10,10,10,10,10,t,1,0.17
23006572,2.02008E+13,20/8/20,105762795,f,0,0,,Melbourne,-37.81199,144.96059,Private room,2,1,1,$86.00 ,1,1125,91,72,14,0,16/2/18,14/12/19,96,10,10,10,10,10,10,t,1,2.36
23007092,2.02008E+13,21/8/20,63575350,f,2,2,"Saint Kilda East, Victoria, Australia",Port Phillip,-37.8602,145.00294,Entire home/apt,4,2,2,$81.00 ,2,1125,199,46,15,0,17/2/18,16/7/20,95,10,10,10,10,9,9,f,2,1.5
23009967,2.02008E+13,20/8/20,70762754,f,1,1,,Melbourne,-37.81972,144.95529,Entire home/apt,2,1,1,$94.00 ,2,1125,0,13,0,0,18/2/18,30/6/18,95,10,9,10,10,10,10,f,1,0.43
23010687,2.02008E+13,21/8/20,15362275,t,2,2,"Canterbury, Victoria, Australia",Boroondara,-37.82025,145.05851,Entire home/apt,6,3,3,$158.00 ,2,1125,354,41,18,0,4/3/18,29/4/20,91,9,9,10,10,10,9,t,2,1.36
23011052,2.02008E+13,20/8/20,98048935,f,1,1,,Glen Eira,-37.8742,145.03594,Private room,2,1,1,$40.00 ,3,12,0,0,0,0,,,,,,,,,,t,1,
23011076,2.02008E+13,20/8/20,8638906,f,3,3,"South Yarra, Victoria, Australia",Stonnington,-37.84697,144.99141,Entire home/apt,2,1,1,$150.00 ,2,30,0,8,0,0,23/2/18,18/3/19,100,10,9,10,10,10,10,f,1,0.26
23014070,2.02008E+13,20/8/20,66319533,f,1,1,"Docklands, Victoria, Australia",Melbourne,-37.81292,144.94155,Private room,1,1,1,$39.00 ,7,10,0,0,0,0,,,,,,,,,,f,1,
23019195,2.02008E+13,20/8/20,569413,f,35,35,"Southbank, Victoria, Australia",Melbourne,-37.82534,144.96126,Private room,2,1,2,$85.00 ,3,1125,91,13,1,0,13/2/18,24/8/19,78,7,8,8,8,9,8,f,24,0.42
23022606,2.02008E+13,20/8/20,139961108,f,1,1,"Saint Kilda East, Victoria, Australia",Glen Eira,-37.87386,145.0069,Entire home/apt,8,4,6,$395.00 ,5,1125,0,0,0,0,,,,,,,,,,t,1,
23023343,2.02008E+13,20/8/20,170824501,f,1,1,"Pakenham, Victoria, Australia",Cardinia,-38.05694,145.48287,Private room,4,2,2,$65.00 ,1,3,0,2,0,0,15/1/19,22/1/19,100,10,10,10,10,10,10,f,1,0.1
23023405,2.02008E+13,20/8/20,17364240,t,1,1,"Southbank, Victoria, Australia",Melbourne,-37.8256,144.96484,Private room,2,1,1,$68.00 ,3,1125,0,45,6,0,7/2/18,18/3/20,95,10,10,10,10,10,9,f,1,1.46
23024729,2.02008E+13,20/8/20,168799024,f,1,1,"Carlton, Victoria, Australia",Melbourne,-37.79274,144.96885,Private room,1,1,2,$40.00 ,1,30,0,0,0,0,,,,,,,,,,t,1,
23025617,2.02008E+13,21/8/20,50787287,f,3,3,"Donvale, Victoria, Australia",Manningham,-37.77739,145.18113,Private room,2,1,2,$69.00 ,2,1125,48,2,0,0,17/2/18,12/9/18,60,6,8,6,6,7,8,f,2,0.07
23025667,2.02008E+13,20/8/20,170848201,f,1,1,,Port Phillip,-37.86439,145.00701,Entire home/apt,4,2,3,$64.00 ,14,31,0,0,0,0,,,,,,,,,,t,1,
23026617,2.02008E+13,20/8/20,170860313,t,1,1,"Melbourne, Victoria, Australia",Melbourne,-37.80936,144.95997,Entire home/apt,3,2,2,$96.00 ,1,1125,132,97,23,1,2/2/18,30/7/20,91,9,9,9,9,10,9,f,1,3.13
23029507,2.02008E+13,21/8/20,12278309,t,1,1,"Preston, Victoria, Australia",Darebin,-37.73457,145.00751,Private room,2,1,1,$63.00 ,1,7,180,48,14,0,5/5/18,20/1/20,98,10,10,10,10,10,10,f,1,1.71
23030663,2.02008E+13,21/8/20,15495038,t,0,0,"Caulfield North, Victoria, Australia",Glen Eira,-37.87916,145.03471,Private room,1,1,1,$60.00 ,1,1125,87,18,4,0,27/3/18,15/12/19,100,10,10,10,10,10,10,f,1,0.61
23042592,2.02008E+13,20/8/20,21120844,t,34,34,"Kalorama, Victoria, Australia",Yarra Ranges,-37.83068,145.36802,Entire home/apt,2,1,1,$322.29 ,2,28,0,17,12,0,15/5/18,8/7/20,98,10,10,10,10,10,9,t,31,0.62
23042776,2.02008E+13,20/8/20,55896619,f,3,3,,Melbourne,-37.81004,144.9652,Entire home/apt,4,2,2,$180.00 ,5,1125,0,1,0,0,3/2/18,3/2/18,,,,,,,,f,2,0.03
23043282,2.02008E+13,21/8/20,163778118,f,9,9,"Box Hill, Victoria, Australia",Whitehorse,-37.81826,145.13074,Shared room,1,1,1,$70.00 ,1,1125,90,0,0,0,,,,,,,,,,f,10,
23043372,2.02008E+13,20/8/20,138496237,f,2,2,"Saint Kilda, Victoria, Australia",Port Phillip,-37.87177,144.98352,Entire home/apt,6,2,2,$152.00 ,2,1122,0,105,27,0,28/2/18,1/4/20,96,10,9,10,10,10,9,t,2,3.48
23043527,2.02008E+13,21/8/20,163778118,f,9,9,"Box Hill, Victoria, Australia",Whitehorse,-37.81842,145.13185,Shared room,1,1,1,$70.00 ,1,1125,365,0,0,0,,,,,,,,,,f,10,
23044724,2.02008E+13,20/8/20,33191292,f,1,1,,Yarra,-37.81977,145.00285,Entire home/apt,6,3,3,$310.00 ,2,7,0,1,0,0,25/3/18,25/3/18,100,10,10,10,10,10,10,t,1,0.03
23048730,2.02008E+13,20/8/20,4170460,f,105,105,"Docklands, Victoria, Australia",Melbourne,-37.81523,144.94824,Entire home/apt,4,2,2,$132.00 ,28,1125,124,0,0,0,,,,,,,,,,t,37,
23048911,2.02008E+13,20/8/20,4170460,f,105,105,"Docklands, Victoria, Australia",Melbourne,-37.81599,144.94797,Entire home/apt,2,1,1,$99.00 ,28,1125,354,1,1,0,29/11/19,29/11/19,80,10,8,10,8,10,10,t,37,0.11
23049117,2.02008E+13,21/8/20,171070064,t,1,1,"Saint Kilda East, Victoria, Australia",Glen Eira,-37.87189,145.00683,Entire home/apt,6,2,5,$123.00 ,3,365,133,34,7,0,14/2/18,24/3/20,95,10,10,10,10,10,9,t,1,1.11
23049136,2.02008E+13,20/8/20,85063271,f,6,6,"Melbourne, Victoria, Australia",Melbourne,-37.80835,144.96072,Entire home/apt,3,1,1,$115.00 ,60,1125,90,44,10,0,13/2/18,14/3/20,91,10,9,9,9,10,9,f,3,1.43
23049576,2.02008E+13,21/8/20,101024990,t,2,2,"Box Hill, Victoria, Australia",Whitehorse,-37.81839,145.11849,Entire home/apt,5,2,2,$143.00 ,2,1125,79,10,5,0,10/2/18,9/2/20,100,10,10,10,10,10,10,t,2,0.32
23061971,2.02008E+13,20/8/20,156159929,f,3,3,"Melbourne, Victoria, Australia",Melbourne,-37.8093,144.96022,Private room,2,1,1,$55.00 ,1,1125,52,128,55,0,7/7/18,26/6/20,89,8,8,9,10,10,9,t,3,4.95
23063123,2.02008E+13,21/8/20,171207282,f,1,1,,Whitehorse,-37.84802,145.11095,Private room,2,1,1,$65.00 ,1,1125,365,0,0,0,,,,,,,,,,f,1,
23063940,2.02008E+13,21/8/20,52192080,t,4,4,"South Yarra, Victoria, Australia",Stonnington,-37.84794,145.00273,Private room,2,1,1,$35.00 ,5,100,21,34,17,1,6/4/18,4/8/20,95,10,9,10,10,10,10,f,3,1.17
23064088,2.02008E+13,21/8/20,171217741,t,2,2,"Gruyere, Victoria, Australia",Yarra Ranges,-37.69431,145.49003,Entire home/apt,8,4,4,$693.00 ,2,1120,312,21,7,0,11/3/18,28/6/20,100,10,10,10,10,10,10,f,2,0.7
23064594,2.02008E+13,20/8/20,108813610,f,16,16,"Melbourne, Victoria, Australia",Melbourne,-37.81558,144.95308,Entire home/apt,2,1,2,$57.00 ,1,1125,89,136,40,1,4/2/18,21/7/20,94,10,9,10,9,10,9,t,15,4.39
23065011,2.02008E+13,20/8/20,42530161,f,1,1,"Collingwood, Victoria, Australia",Yarra,-37.80589,144.98461,Entire home/apt,2,1,1,$60.00 ,1,10,0,1,0,0,17/2/18,17/2/18,100,10,8,10,10,10,10,t,1,0.03
23065457,2.02008E+13,20/8/20,3555107,f,1,1,"Toorak, Victoria, Australia",Stonnington,-37.84354,145.00571,Entire home/apt,4,2,2,$150.00 ,2,1125,0,4,0,0,12/2/18,4/3/18,100,9,10,10,10,9,10,f,1,0.13
23069274,2.02008E+13,21/8/20,62077033,t,1,1,"Clematis, Victoria, Australia",Cardinia,-37.9282,145.40862,Entire home/apt,2,,1,$80.00 ,4,1125,85,95,47,0,2/6/18,8/7/20,97,10,10,10,10,10,10,f,1,3.51
23076117,2.02008E+13,22/8/20,148122287,t,1,1,"North Melbourne, Victoria, Australia",Melbourne,-37.79927,144.94289,Entire home/apt,4,2,2,$123.00 ,2,90,132,66,30,0,20/5/18,6/7/20,97,10,10,10,10,10,10,t,1,2.4
23077552,2.02008E+13,20/8/20,60452874,f,1,1,"Christmas Hills, Victoria, Australia",Nillumbik,-37.65407,145.34137,Entire home/apt,6,3,4,$229.00 ,2,1124,0,17,1,0,20/5/18,4/11/19,100,10,10,10,10,10,10,t,1,0.62
23079019,2.02008E+13,20/8/20,129229057,t,10,10,"Melbourne, Victoria, Australia",Port Phillip,-37.83755,144.97361,Entire home/apt,6,2,3,$159.00 ,1,365,0,110,20,0,22/2/18,9/3/20,97,10,10,10,10,10,10,t,8,3.62
23080583,2.02008E+13,20/8/20,162893029,f,5,5,"Carlton, Victoria, Australia",Melbourne,-37.80636,144.96289,Entire home/apt,4,2,2,"$1,284.00 ",120,1125,0,15,0,0,10/2/18,30/10/18,88,10,9,10,10,9,9,f,4,0.49
23082255,2.02008E+13,21/8/20,171399212,t,1,1,"Kallista, Victoria, Australia",Yarra Ranges,-37.91067,145.41591,Entire home/apt,4,2,2,$271.00 ,1,1125,318,25,13,0,22/2/18,23/6/20,99,10,10,10,10,10,10,t,1,0.82
23082718,2.02008E+13,21/8/20,86640011,f,22,22,,Whitehorse,-37.81721,145.2091,Shared room,3,1,4,$25.00 ,3,31,181,16,5,0,1/3/18,12/7/20,83,9,7,9,9,9,8,f,20,0.53
23082849,2.02008E+13,20/8/20,50094176,f,1,1,,Manningham,-37.77946,145.16115,Private room,2,1,1,$16.00 ,3,20,0,1,0,0,3/5/18,3/5/18,,,,,,,,t,1,0.04
23082899,2.02008E+13,22/8/20,159516681,f,9,9,,Port Phillip,-37.83867,144.97469,Entire home/apt,8,2,3,$205.00 ,2,1125,170,96,20,0,9/2/18,5/7/20,87,9,9,9,9,10,9,t,9,3.11
23088261,2.02008E+13,20/8/20,25101543,t,3,3,"Saint Kilda West, Victoria, Australia",Port Phillip,-37.85949,144.97646,Entire home/apt,4,2,2,$118.00 ,2,30,349,19,13,0,17/2/18,14/3/20,100,10,10,10,10,10,10,f,1,0.62
23090401,2.02008E+13,20/8/20,7311618,f,1,1,,Yarra,-37.79737,144.99021,Entire home/apt,4,2,2,$250.00 ,2,4,0,0,0,0,,,,,,,,,,t,1,
23091396,2.02008E+13,21/8/20,171498476,f,1,1,,Wyndham,-37.84597,144.67084,Private room,2,,4,$50.00 ,4,5,179,0,0,0,,,,,,,,,,f,1,
23093784,2.02008E+13,20/8/20,128322517,f,1,1,"Docklands, Victoria, Australia",Melbourne,-37.81414,144.94063,Entire home/apt,2,1,2,$79.00 ,1,13,0,4,0,0,8/2/18,20/10/18,100,10,9,10,10,10,10,f,1,0.13
23094793,2.02008E+13,20/8/20,171390617,t,1,1,"Melbourne, Victoria, Australia",Melbourne,-37.80997,144.9609,Entire home/apt,6,2,3,$206.00 ,1,1125,170,129,27,0,1/4/18,15/3/20,98,10,10,10,10,10,10,t,1,4.43
23095688,2.02008E+13,21/8/20,171549808,t,1,1,,Greater Dandenong,-37.95362,145.21915,Private room,2,1,1,$50.00 ,1,7,365,36,7,0,4/3/18,8/3/20,99,10,10,10,10,10,10,t,1,1.2
23096291,2.02008E+13,20/8/20,11801161,f,2,2,,Boroondara,-37.83838,145.04224,Private room,2,2,2,$56.00 ,2,15,0,0,0,0,,,,,,,,,,f,1,
23096960,2.02008E+13,22/8/20,171554060,f,1,1,"Tarneit, Victoria, Australia",Wyndham,-37.83331,144.67201,Private room,2,1,1,$86.00 ,1,2,0,0,0,0,,,,,,,,,,f,1,
23097820,2.02008E+13,21/8/20,86640011,f,22,22,,Whitehorse,-37.82168,145.12161,Shared room,2,1,4,$25.00 ,3,31,79,26,5,0,16/2/18,9/1/20,87,9,8,9,10,10,9,t,20,0.85
23098435,2.02008E+13,21/8/20,171025986,t,1,1,"Lower Plenty, Victoria, Australia",Banyule,-37.72454,145.1122,Entire home/apt,6,3,4,$186.00 ,3,1124,351,22,7,0,24/2/18,17/6/20,94,10,10,10,10,10,10,t,1,0.73
23103606,2.02008E+13,21/8/20,7427579,f,1,1,"Blackburn, Victoria, Australia",Whitehorse,-37.82001,145.15319,Private room,1,1,1,$95.00 ,1,28,90,3,0,0,18/5/18,15/6/18,87,10,9,10,10,10,10,f,1,0.11
23107420,2.02008E+13,20/8/20,103069716,f,63,63,"Collingwood, Victoria, Australia",Yarra,-37.80779,144.98997,Entire home/apt,6,3,3,"$1,000.00 ",2,1125,0,11,0,0,16/3/18,5/8/18,93,9,9,9,9,10,9,f,4,0.37
23108701,2.02008E+13,21/8/20,137433499,t,3,3,"Yarra Glen, Victoria, Australia",Yarra Ranges,-37.65466,145.3778,Private room,3,1,2,$110.00 ,1,1125,62,47,6,0,22/2/18,4/7/20,99,10,10,10,10,10,10,f,3,1.55
23109908,2.02008E+13,21/8/20,171708903,f,2,2,"Northcote, Victoria, Australia",Darebin,-37.76993,145.00049,Entire home/apt,4,1,1,$99.00 ,2,1125,328,41,16,0,25/2/18,3/4/20,90,10,10,10,10,10,9,t,2,1.35
23110024,2.02008E+13,20/8/20,167298139,t,1,1,"Southbank, Victoria, Australia",Melbourne,-37.8207,144.96762,Private room,1,1,1,$85.00 ,2,7,150,60,12,0,19/3/18,23/6/20,100,10,10,10,10,10,10,f,1,2.03
23110836,2.02008E+13,21/8/20,14740200,f,1,1,"Richmond, Victoria, Australia",Yarra,-37.81672,144.99761,Entire home/apt,2,1,1,$70.00 ,5,50,56,6,4,2,10/3/19,4/8/20,100,10,10,10,10,10,9,f,1,0.34
23111415,2.02008E+13,20/8/20,171725423,f,1,1,,Monash,-37.9047,145.14424,Private room,1,1,1,$55.00 ,2,1125,364,0,0,0,,,,,,,,,,t,1,
23113358,2.02008E+13,20/8/20,171742025,t,1,1,"Saint Kilda East, Victoria, Australia",Port Phillip,-37.86703,145.00756,Private room,2,1,1,$45.00 ,2,14,0,56,13,0,4/3/18,23/2/20,98,10,10,10,10,9,10,f,1,1.86
23113633,2.02008E+13,20/8/20,171744382,f,1,1,,Hobsons Bay,-37.87103,144.78377,Private room,1,4,1,$50.00 ,1,1125,0,12,0,0,21/2/18,1/4/19,92,10,9,10,10,9,9,f,1,0.39
23125153,2.02008E+13,20/8/20,38885883,f,1,1,"Saint Kilda, Victoria, Australia",Port Phillip,-37.85975,144.9807,Entire home/apt,4,2,2,$314.00 ,2,1125,0,1,0,0,27/3/18,27/3/18,100,10,10,10,10,10,10,f,1,0.03
23127532,2.02008E+13,21/8/20,41961509,f,1,1,,Stonnington,-37.85231,145.01402,Shared room,1,1,1,$185.00 ,1,1125,88,4,0,0,15/2/18,21/2/19,100,10,10,10,10,10,10,t,1,0.13
23127829,2.02008E+13,20/8/20,164348312,f,1,1,"Noble Park, Victoria, Australia",Greater Dandenong,-37.97242,145.18528,Private room,2,1,1,$45.00 ,2,60,0,1,0,0,20/2/18,20/2/18,100,10,10,10,10,10,10,f,1,0.03
23127989,2.02008E+13,21/8/20,17314386,t,2,2,"Docklands, Victoria, Australia",Melbourne,-37.82562,144.94674,Private room,1,1,1,$88.00 ,1,30,176,35,7,0,23/2/18,20/2/20,100,10,10,10,10,10,10,f,2,1.15
23128455,2.02008E+13,21/8/20,86640011,f,22,22,,Whitehorse,-37.81679,145.21042,Shared room,1,1,4,$25.00 ,3,31,174,18,4,0,11/2/18,15/6/20,91,9,9,10,9,9,9,f,20,0.59
23130778,2.02008E+13,20/8/20,171897249,f,1,1,,Melbourne,-37.80208,144.9662,Entire home/apt,5,2,3,$269.00 ,2,1125,0,25,0,0,4/6/18,27/12/18,94,10,10,10,10,10,10,t,1,0.93
23134171,2.02008E+13,20/8/20,125505678,f,1,1,"Saint Kilda East, Victoria, Australia",Port Phillip,-37.86754,144.99982,Entire home/apt,2,1,1,$85.00 ,30,90,0,1,0,0,5/8/18,5/8/18,100,10,10,10,10,10,10,t,1,0.04
23135045,2.02008E+13,21/8/20,141810356,t,1,1,"Balaclava, Victoria, Australia",Port Phillip,-37.87325,144.99454,Private room,2,1,2,$80.00 ,2,1125,180,23,7,0,21/2/18,25/5/20,100,10,10,10,10,10,10,f,1,0.76
23135326,2.02008E+13,20/8/20,4170460,f,105,105,"Southbank, Victoria, Australia",Melbourne,-37.82802,144.95932,Entire home/apt,5,2,2,$145.00 ,1,1125,364,8,0,0,24/2/18,20/4/19,90,9,9,10,9,10,9,f,37,0.26
23135790,2.02008E+13,20/8/20,15614491,f,5,5,"Carnegie, Victoria, Australia",Glen Eira,-37.88587,145.05221,Private room,2,1,1,$49.00 ,2,1125,0,8,0,0,24/2/18,17/3/19,93,10,10,10,10,10,9,f,3,0.26
23137996,2.02008E+13,20/8/20,117043138,f,1,1,"East Melbourne, Victoria, Australia",Melbourne,-37.81741,144.97948,Entire home/apt,8,3,5,$900.00 ,7,1125,0,13,0,0,11/2/18,16/6/18,98,10,10,10,10,10,10,t,1,0.42
23138956,2.02008E+13,21/8/20,86640011,f,22,22,,Whitehorse,-37.82259,145.12095,Shared room,1,1,6,$25.00 ,3,31,79,23,6,0,11/2/18,12/1/20,89,9,8,9,9,9,9,t,20,0.75
23148403,2.02008E+13,21/8/20,108815554,t,2,2,"Emerald, Victoria, Australia",Cardinia,-37.91508,145.45641,Entire home/apt,5,2,2,$146.00 ,1,30,355,19,3,0,11/6/18,18/1/20,98,10,10,10,10,10,10,t,2,0.71
23148734,2.02008E+13,20/8/20,140502597,f,1,1,,Glen Eira,-37.90653,145.05084,Private room,2,1,1,$103.00 ,1,1125,178,2,0,0,22/2/18,25/3/18,100,10,10,10,10,9,10,t,1,0.07
23149301,2.02008E+13,20/8/20,24567351,t,1,1,"Richmond, Victoria, Australia",Yarra,-37.82047,145.00002,Entire home/apt,2,1,1,$120.00 ,2,60,0,52,19,0,23/3/18,20/3/20,97,10,10,10,10,10,10,f,1,1.77
23149379,2.02008E+13,20/8/20,18725808,f,2,2,,Port Phillip,-37.88929,144.98935,Entire home/apt,2,1,1,$214.00 ,10,30,90,0,0,0,,,,,,,,,,f,2,
23151112,2.02008E+13,20/8/20,55324450,f,72,72,"Melbourne, Victoria, Australia",Melbourne,-37.81884,144.95435,Entire home/apt,12,4,6,$314.00 ,2,180,0,29,5,0,22/4/18,5/3/20,91,9,9,9,10,10,9,t,71,1.02
23152313,2.02008E+13,20/8/20,171759737,f,1,1,"Southbank, Victoria, Australia",Port Phillip,-37.82856,144.95977,Private room,1,,1,$50.00 ,1,1,0,1,0,0,10/3/18,10/3/18,100,10,10,10,6,10,10,t,1,0.03
23152714,2.02008E+13,20/8/20,36605625,f,12,12,"Melbourne, Victoria, Australia",Melbourne,-37.81387,144.95853,Entire home/apt,4,2,2,$110.00 ,14,90,73,15,3,0,18/3/18,31/12/19,84,9,8,8,9,9,9,t,8,0.51
23152796,2.02008E+13,20/8/20,21058208,f,102,102,"Brunswick, Victoria, Australia",Moreland,-37.76997,144.96542,Entire home/apt,4,1,2,$100.00 ,2,1000,0,3,0,0,19/5/18,10/6/18,100,10,9,10,9,9,9,f,5,0.11
23157595,2.02008E+13,21/8/20,86640011,f,22,22,,Whitehorse,-37.82333,145.12163,Shared room,1,1,4,$25.00 ,3,31,80,6,0,0,12/2/18,4/5/19,73,7,5,8,9,9,8,t,20,0.2
23157993,2.02008E+13,21/8/20,86640011,f,22,22,,Whitehorse,-37.81646,145.20931,Shared room,1,1,1,$22.00 ,3,31,181,9,4,0,1/3/18,10/1/20,89,9,8,9,9,8,9,t,20,0.3
23168084,2.02008E+13,21/8/20,86640011,f,22,22,,Whitehorse,-37.81605,145.20901,Shared room,1,1,2,$22.00 ,3,31,181,11,3,0,16/2/18,5/2/20,89,9,9,10,10,9,9,f,20,0.36
23168328,2.02008E+13,21/8/20,86640011,f,22,22,,Whitehorse,-37.81449,145.20904,Shared room,2,1,2,$22.00 ,3,31,91,23,11,0,19/2/18,25/1/20,94,10,9,10,10,9,10,f,20,0.75
23169337,2.02008E+13,20/8/20,36607758,f,3,3,"Melbourne, Victoria, Australia",Melbourne,-37.80771,144.9669,Entire home/apt,4,2,2,$132.00 ,1,30,0,95,16,0,15/2/18,27/1/20,90,10,8,10,10,10,9,t,3,3.1
23172244,2.02008E+13,20/8/20,46957125,f,1,1,"Melbourne, Victoria, Australia",Melbourne,-37.80741,144.96586,Entire home/apt,2,1,1,$280.00 ,3,1124,0,8,0,0,14/7/18,30/9/18,90,9,8,10,10,10,9,t,1,0.31
23172354,2.02008E+13,20/8/20,3356153,f,1,1,"Fitzroy, Victoria, Australia",Yarra,-37.79466,144.97621,Entire home/apt,8,3,6,$261.00 ,2,95,0,10,0,0,1/3/18,5/8/18,100,10,10,10,10,10,10,t,1,0.33
23172361,2.02008E+13,21/8/20,36991280,f,3,3,,Maribyrnong,-37.80038,144.89108,Private room,4,1,2,$60.00 ,1,1125,324,11,7,0,24/3/18,9/2/20,91,9,10,10,9,10,9,t,4,0.37
23172590,2.02008E+13,20/8/20,172278043,f,1,1,,Stonnington,-37.83755,144.99684,Private room,1,,1,$60.00 ,6,1000,91,14,3,0,17/2/18,19/10/19,97,10,9,10,10,10,10,f,1,0.46
23173653,2.02008E+13,20/8/20,125610041,f,1,1,,Melbourne,-37.82662,144.95658,Private room,1,1,1,$50.00 ,2,1125,0,0,0,0,,,,,,,,,,f,1,
23173942,2.02008E+13,20/8/20,102413207,f,1,1,,Boroondara,-37.81147,145.08464,Entire home/apt,6,3,3,$125.00 ,2,1125,0,7,0,0,22/3/18,23/8/18,80,9,8,10,10,10,9,f,1,0.24
23175805,2.02008E+13,21/8/20,9523774,f,2,2,,Yarra Ranges,-37.76769,145.67385,Entire home/apt,2,1,1,$171.00 ,1,14,250,39,12,0,14/2/18,18/6/20,100,10,10,10,10,10,10,t,2,1.27
23176373,2.02008E+13,20/8/20,109422745,f,1,1,"Southbank, Victoria, Australia",Melbourne,-37.82231,144.96241,Entire home/apt,2,1,1,$105.00 ,2,1125,0,5,0,0,12/2/18,19/4/18,80,9,7,9,10,10,8,f,1,0.16
23189103,2.02008E+13,21/8/20,172405359,f,1,1,"Tarneit, Victoria, Australia",Wyndham,-37.84029,144.68502,Private room,2,1,2,$40.00 ,1,2,17,6,0,0,26/3/18,24/1/19,97,10,10,10,10,10,10,f,1,0.2
23190298,2.02008E+13,20/8/20,172419832,f,3,3,"Docklands, Victoria, Australia",Melbourne,-37.8153,144.93895,Entire home/apt,4,2,3,$150.00 ,2,2,0,85,20,0,14/2/18,5/2/20,88,9,8,8,8,9,9,t,3,2.77
23191876,2.02008E+13,21/8/20,24595885,f,1,1,"Saint Kilda, Victoria, Australia",Port Phillip,-37.8695,144.98254,Entire home/apt,2,1,1,$232.00 ,3,1125,364,6,1,0,27/2/19,12/7/20,100,10,10,10,10,10,10,f,1,0.33
23192144,2.02008E+13,21/8/20,2159179,t,3,3,"Saint Kilda, Victoria, Australia",Port Phillip,-37.86984,144.97579,Entire home/apt,4,2,3,$117.00 ,3,1125,329,108,28,1,21/3/18,29/7/20,96,10,9,10,10,10,10,t,2,3.66
23192429,2.02008E+13,21/8/20,115113395,f,42,42,"Melbourne, Victoria, Australia",Melbourne,-37.8421,144.97818,Entire home/apt,8,3,4,$355.00 ,14,1125,89,33,8,0,8/6/18,8/3/20,95,10,10,10,10,10,9,f,24,1.23
23196137,2.02008E+13,21/8/20,107487271,f,10,10,"Doncaster, Victoria, Australia",Manningham,-37.78202,145.12948,Entire home/apt,13,5,7,$307.00 ,2,1125,362,4,2,0,8/2/19,9/3/20,100,10,10,10,10,10,9,f,9,0.21
23206300,2.02008E+13,20/8/20,20390852,t,2,2,"Southbank, Victoria, Australia",Melbourne,-37.82318,144.96126,Entire home/apt,2,1,1,$164.00 ,2,1125,317,97,47,0,12/2/18,28/6/20,100,10,10,10,10,10,10,t,1,3.16
23206309,2.02008E+13,20/8/20,172565861,f,1,1,"Glen Waverley, Victoria, Australia",Monash,-37.87153,145.16381,Private room,2,1,1,$65.00 ,1,20,180,12,0,0,13/2/18,31/7/19,87,9,10,9,9,9,9,t,1,0.39
23206708,2.02008E+13,20/8/20,172571464,f,2,2,,Melbourne,-37.80996,144.95705,Private room,1,1,1,$70.00 ,2,1125,0,1,0,0,24/2/18,24/2/18,100,8,8,8,10,8,10,f,2,0.03
23206935,2.02008E+13,20/8/20,48014108,f,7,7,"South Yarra, Victoria, Australia",Stonnington,-37.84417,144.99583,Entire home/apt,6,2,2,$236.00 ,2,1125,231,16,6,0,8/3/18,26/6/20,95,10,10,10,10,10,10,t,6,0.54
23207376,2.02008E+13,20/8/20,172580046,f,1,1,"Pascoe Vale, Victoria, Australia",Moreland,-37.72683,144.93872,Private room,3,1,1,$48.00 ,1,30,0,2,0,0,16/3/18,18/3/18,100,8,10,10,10,8,10,t,1,0.07
23208028,2.02008E+13,20/8/20,156002358,f,4,4,"Wheelers Hill, Victoria, Australia",Monash,-37.906,145.19424,Private room,1,1,1,$800.00 ,1,180,0,1,0,0,28/6/19,28/6/19,100,10,10,10,10,10,10,t,2,0.07
23208062,2.02008E+13,20/8/20,172589130,f,3,3,"Melbourne, Victoria, Australia",Melbourne,-37.80883,144.95955,Entire home/apt,5,,1,$91.00 ,1,1125,338,170,40,1,3/3/18,1/8/20,96,10,9,10,10,10,9,t,2,5.65
23208840,2.02008E+13,20/8/20,1439503,t,1,1,"Toorak, Victoria, Australia",Stonnington,-37.83977,145.00817,Entire home/apt,2,1,1,$125.00 ,2,30,90,22,10,0,22/10/18,5/7/20,97,10,10,10,10,10,10,f,1,0.99
23209109,2.02008E+13,20/8/20,163420710,f,1,1,,Greater Dandenong,-37.96674,145.18315,Private room,2,1,1,$43.00 ,2,1125,0,1,0,0,12/3/18,12/3/18,100,10,10,8,8,4,10,f,1,0.03
23209948,2.02008E+13,20/8/20,35704120,f,1,1,"Thornbury, Victoria, Australia",Darebin,-37.75306,144.98699,Entire home/apt,6,3,4,$100.00 ,5,1125,0,1,0,0,7/10/18,7/10/18,,,,,,,,f,1,0.04
